source,line,path,label,name,compatibles,status,compatible,reg,reg-names,interrupts,interrupt-names,interrupt-parent,clocks,clock-names,resets,reset-names,dmas,dma-names,power-domains,iommus,phys,phy-names,operating-points-v2,interconnects,interconnect-names,thermal-zones,memory-region,memory-region-names,nvmem-cells,nvmem-cell-names
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),272,/top_gate/top_clk_gate6,,top_clk_gate6,"[""zxic,zx-gate""]",,"""zxic,zx-gate""",<0x00 0x10e10048 0x00 0x04>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),285,/lsp0_clk,,lsp0_clk,"[""simple-bus""]",,"""simple-bus""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),295,/lsp0_clk/timer0_clk,,timer0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),307,/lsp0_clk/uart0_clk,,uart0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),317,/lsp0_clk/uart1_clk,,uart1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),327,/lsp0_clk/uart2_clk,,uart2_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),337,/lsp0_clk/spifc_clk,,spifc_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),356,/lsp1_clk/mdio0_clk,,mdio0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),368,/lsp1_clk/mdio1_clk,,mdio1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),380,/lsp1_clk/i2c0_clk,,i2c0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),391,/lsp1_clk/i2c1_clk,,i2c1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),402,/lsp1_clk/ssp0_clk,,ssp0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),414,/lsp1_clk/ssp1_clk,,ssp1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),426,/lsp1_clk/zsi0_clk,,zsi0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),436,/lsp1_clk/zsi1_clk,,zsi1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),446,/lsp1_clk/isi0_clk,,isi0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),457,/lsp1_clk/isi1_clk,,isi1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),468,/lsp1_clk/tdm0_clk,,tdm0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),480,/lsp1_clk/tdm1_clk,,tdm1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),492,/lsp1_clk/wdt0_clk,,wdt0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),502,/lsp1_clk/wdt1_clk,,wdt1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),512,/lsp1_clk/wdt2_clk,,wdt2_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),521,/lsp1_clk/wdt3_clk,,wdt3_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),530,/lsp1_clk/i2s0_clk,,i2s0_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),540,/lsp1_clk/i2s1_clk,,i2s1_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),550,/lsp1_clk/i2s2_clk,,i2s2_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),560,/lsp1_clk/pwm_clk,,pwm_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),570,/lsp1_clk/efuse_clk,,efuse_clk,"[""zxic,zx-clk-lsp-regmap""]",,"""zxic,zx-clk-lsp-regmap""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),602,/opp_table0,,opp_table0,"[""operating-points-v2""]",,"""operating-points-v2""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),675,/cpus/idle-states/cpu-sleep-0,,cpu-sleep-0,"[""arm,idle-state""]",,"""arm,idle-state""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),685,/cpus/idle-states/cluster-sleep-0,,cluster-sleep-0,"[""arm,idle-state""]",,"""arm,idle-state""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),696,/cpus/cpu@0,,cpu@0,"[""arm,cortex-a53"", ""arm,armv8""]",,"""arm,cortex-a53"", ""arm,armv8""",<0x00 0x00>,,,,,<0x07 0x00>,,,,,,,,,,<0x0b>,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),709,/cpus/cpu@1,,cpu@1,"[""arm,cortex-a53"", ""arm,armv8""]",,"""arm,cortex-a53"", ""arm,armv8""",<0x00 0x01>,,,,,<0x07 0x00>,,,,,,,,,,<0x0b>,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),723,/psci,,psci,"[""arm,psci-0.2"", ""arm,psci""]",,"""arm,psci-0.2"", ""arm,psci""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),733,/interrupt-controller@00500000,,interrupt-controller@00500000,"[""arm,gic-v3""]",,"""arm,gic-v3""",<0x00 0x500000 0x00 0x10000 0x00 0x540000 0x00 0x80000>,,<0x01 0x09 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),742,/timer,,timer,"[""arm,armv8-timer""]",,"""arm,armv8-timer""",,,<0x01 0x0d 0x308 0x01 0x0e 0x308 0x01 0x0b 0x308 0x01 0x0a 0x308>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),747,/memory@80000000,,memory@80000000,[],,,<0x00 0x80000000 0x00 0x20000000>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),752,/iram@200000,,iram@200000,"[""zte,iram""]","""disabled""","""zte,iram""",<0x00 0x200000 0x00 0x100000>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),758,/soc,,soc,"[""simple-bus""]",,"""simple-bus""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),764,/soc/boot_ctrl@10e10170,,boot_ctrl@10e10170,"[""zxic,boot-ctrl"", ""syscon""]",,"""zxic,boot-ctrl"", ""syscon""",<0x00 0x10e10170 0x00 0x04>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),769,/soc/toprst@10e10060,,toprst@10e10060,"[""zte,zx296718-reset""]",,"""zte,zx296718-reset""",<0x00 0x10e10060 0x00 0x04>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),776,/soc/localrst@10e10070,,localrst@10e10070,"[""zte,zx296718-reset""]",,"""zte,zx296718-reset""",<0x00 0x10e10070 0x00 0x08>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),782,/soc/topcrm@10e10000,,topcrm@10e10000,"[""zte,zx279133-topcrm"", ""syscon""]",,"""zte,zx279133-topcrm"", ""syscon""",<0x00 0x10e10000 0x00 0x10000>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),788,/soc/lsp_crm@10d00000,,lsp_crm@10d00000,"[""zxic,lsp-clock"", ""syscon""]",,"""zxic,lsp-clock"", ""syscon""",<0x00 0x10d00000 0x00 0x100>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),794,/soc/lsp_crm@14f00000,,lsp_crm@14f00000,"[""zte,lsp1_crm"", ""zxic,lsp-clock"", ""syscon""]",,"""zte,lsp1_crm"", ""zxic,lsp-clock"", ""syscon""",<0x00 0x14f00000 0x00 0x100>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),800,/soc/sys_ctrl,,sys_ctrl,"[""zte,zx279133-sysctrl"", ""syscon""]",,"""zte,zx279133-sysctrl"", ""syscon""",<0x00 0x10e00000 0x00 0x10000>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),805,/soc/rstctrl,,rstctrl,"[""zxic,zx-rstctrl"", ""syscon""]",,"""zxic,zx-rstctrl"", ""syscon""",<0x00 0x10e10208 0x00 0x04>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),811,/soc/reboot@10e10204,,reboot@10e10204,"[""zxic,zx-reboot""]",,"""zxic,zx-reboot""",<0x00 0x10e10204 0x00 0x04>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),818,/soc/pinctrl@10e20000,,pinctrl@10e20000,"[""zte,zx-pinctrl""]",,"""zte,zx-pinctrl""",<0x00 0x10e20000 0x00 0x1000>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1018,/soc/pvt@10e70000,,pvt@10e70000,"[""zxic,zx-pvt-sensor-cln22ulp""]","""okay""","""zxic,zx-pvt-sensor-cln22ulp""",<0x00 0x10e70000 0x00 0x10000>,,<0x00 0xbe 0x04 0x00 0xbf 0x04 0x00 0xc0 0x04 0x00 0xc1 0x04>,,,<0x0f 0x00>,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1030,/soc/bdinfo@0,,bdinfo@0,"[""zxic,zx279133-board"", ""zxic,zx-board""]",,"""zxic,zx279133-board"", ""zxic,zx-board""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1035,/soc/gpio@10d10000,,gpio@10d10000,"[""zte,zx-gpio""]",,"""zte,zx-gpio""",<0x00 0x10d10000 0x00 0x40>,,<0x00 0x22 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1044,/soc/gpio@10d10040,,gpio@10d10040,"[""zte,zx-gpio""]",,"""zte,zx-gpio""",<0x00 0x10d10040 0x00 0x40>,,<0x00 0x23 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1053,/soc/gpio@10d10080,,gpio@10d10080,"[""zte,zx-gpio""]",,"""zte,zx-gpio""",<0x00 0x10d10080 0x00 0x40>,,<0x00 0x24 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1062,/soc/gpio@10d100c0,,gpio@10d100c0,"[""zte,zx-gpio""]",,"""zte,zx-gpio""",<0x00 0x10d100c0 0x00 0x40>,,<0x00 0x25 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1071,/soc/gpio@10d10100,,gpio@10d10100,"[""zte,zx-gpio""]",,"""zte,zx-gpio""",<0x00 0x10d10100 0x00 0x40>,,<0x00 0x26 0x04>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1080,/soc/serial@10d0d000,,serial@10d0d000,"[""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""]","""okay""","""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""",<0x00 0x10d0d000 0x00 0x1000>,,<0x00 0x1f 0x04>,,,<0x11 0x01 0x11 0x00>,"""uartclk"", ""apb_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1094,/soc/serial@10d0e000,,serial@10d0e000,"[""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""]","""disabled""","""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""",<0x00 0x10d0e000 0x00 0x1000>,,<0x00 0x20 0x04>,,,<0x12 0x01 0x12 0x00>,"""uartclk"", ""apb_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1106,/soc/serial@10d11000,,serial@10d11000,"[""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""]","""disabled""","""arm,sbsa-uart"", ""arm,pl011"", ""arm,primecell""",<0x00 0x10d11000 0x00 0x1000>,,<0x00 0x27 0x04>,,,<0x13 0x01 0x13 0x00>,"""uartclk"", ""apb_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1118,/soc/i2c@14f03000,,i2c@14f03000,"[""zte,zx-i2c""]","""okay""","""zte,zx-i2c""",<0x00 0x14f03000 0x00 0x1000>,,<0x00 0x2b 0x04>,,,<0x14 0x01>,"""i2cclk""",<0x14 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1129,/soc/i2c@14f04000,,i2c@14f04000,"[""zte,zx-i2c""]","""okay""","""zte,zx-i2c""",<0x00 0x14f04000 0x00 0x1000>,,<0x00 0x2c 0x04>,,,<0x15 0x01>,"""i2cclk""",<0x15 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1140,/soc/wdt@14f09000,,wdt@14f09000,"[""zte,lsp1-watchdog""]","""okay""","""zte,lsp1-watchdog""",<0x00 0x14f09000 0x00 0x1000>,,<0x00 0x35 0x04>,,,<0x16 0x01>,"""wdtclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1150,/soc/wdt@14f0a000,,wdt@14f0a000,"[""zte,lsp1-watchdog""]","""okay""","""zte,lsp1-watchdog""",<0x00 0x14f0a000 0x00 0x1000>,,<0x00 0x36 0x04>,,,<0x18 0x01>,"""wdtclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1160,/soc/i2s@14f0d000,,i2s@14f0d000,"[""zte,zx-i2s""]","""disabled""","""zte,zx-i2s""",<0x00 0x14f0d000 0x00 0x1000>,,<0x00 0x39 0x04>,,,<0x19 0x01 0x19 0x00>,"""i2s_wclk"", ""i2s_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1171,/soc/i2s@14f0e000,,i2s@14f0e000,"[""zte,zx-i2s""]","""disabled""","""zte,zx-i2s""",<0x00 0x14f0e000 0x00 0x1000>,,<0x00 0x3a 0x04>,,,<0x1b 0x01 0x1b 0x00>,"""i2s_wclk"", ""i2s_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1182,/soc/i2s@14f0f000,,i2s@14f0f000,"[""zte,zx-i2s""]","""disabled""","""zte,zx-i2s""",<0x00 0x14f0f000 0x00 0x1000>,,<0x00 0x3b 0x04>,,,<0x1d 0x01 0x1d 0x00>,"""i2s_wclk"", ""i2s_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1193,/soc/pwm@14f10000,,pwm@14f10000,"[""zte,zx-pwm""]","""disabled""","""zte,zx-pwm""",<0x00 0x14f10000 0x00 0x1000>,,,,,<0x1f 0x01 0x1f 0x00>,"""pwm_wclk"", ""pwm_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1205,/soc/regulator@cpu,,regulator@cpu,"[""pwm-regulator""]",,"""pwm-regulator""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1217,/soc/efuse@14f11000,,efuse@14f11000,"[""zte,efuse"", ""zxic,zx-efuse"", ""syscon""]",,"""zte,efuse"", ""zxic,zx-efuse"", ""syscon""",<0x00 0x14f11000 0x00 0x1000>,,,,,<0x22 0x01 0x22 0x00>,"""efuse_wclk"", ""efuse_pclk""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1224,/soc/usb3@15008000,,usb3@15008000,"[""generic-xhci""]","""disabled""","""generic-xhci""",<0x00 0x15008000 0x00 0x4000>,,<0x00 0x3f 0x04>,,,<0x23 0x06 0x23 0x04>,"""core"", ""reg""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1234,/soc/usb3@15010000,,usb3@15010000,"[""generic-xhci""]","""okay""","""generic-xhci""",<0x00 0x15010000 0x00 0x4000>,,<0x00 0x41 0x04>,,,<0x23 0x06 0x23 0x04>,"""core"", ""reg""",,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1244,/soc/mdio@14f01000,,mdio@14f01000,"[""zte,zx-mdio""]","""okay""","""zte,zx-mdio""",<0x00 0x14f01000 0x00 0x1000>,,,,,<0x24 0x01>,,<0x24 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1255,/soc/mdio@14f02000,,mdio@14f02000,"[""zte,zx-mdio""]","""okay""","""zte,zx-mdio""",<0x00 0x14f02000 0x00 0x1000>,,,,,<0x25 0x01>,,<0x25 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1266,/soc/dwmmc0@0x08a00000,,dwmmc0@0x08a00000,"[""zte,zx296718-dw-mshc""]","""disabled""","""zte,zx296718-dw-mshc""",<0x00 0x8a00000 0x00 0x1000>,,<0x00 0x07 0x04>,,,<0x26 0x09 0x26 0x08 0x26 0x0a>,"""ciu"", ""biu"", ""fb_sdmmc_cdet_clk""",<0x27 0x02>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1287,/soc/nand@01000000,,nand@01000000,"[""zxic,zx-denali-nand"", ""denali,denali-nand-dt""]","""disabled""","""zxic,zx-denali-nand"", ""denali,denali-nand-dt""",<0x00 0x1000000 0x00 0x80000 0x00 0x1080000 0x00 0x80000>,"""denali_reg"", ""nand_data""",<0x00 0x00 0x04>,,,<0x2a 0x26 0x05 0x26 0x05>,"""nand"", ""nand_x"", ""ecc""",<0x27 0x01>,"""top-reset""",,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1304,/soc/nand@01000000/partitions,,partitions,"[""dynamic-partitions""]",,"""dynamic-partitions""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1311,/soc/spifc@0x10d0f000,,spifc@0x10d0f000,"[""zxic,zx-spifc""]","""okay""","""zxic,zx-spifc""",<0x00 0x10d0f000 0x00 0x40000>,,<0x00 0x21 0x04>,,,<0x2d 0x01>,"""wclk""",<0x2d 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1327,/soc/spifc@0x10d0f000/spi-flash@0,,spi-flash@0,"[""spi-nand""]",,"""spi-nand""",<0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1336,/soc/spifc@0x10d0f000/spi-flash@0/partitions,,partitions,"[""dynamic-partitions""]",,"""dynamic-partitions""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1344,/soc/wifi0@f00000,,wifi0@f00000,"[""qcom,cnss-qcn9224""]","""ok""","""qcom,cnss-qcn9224""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1356,/soc/wifi1@f00000,,wifi1@f00000,"[""qcom,cnss-qcn9224""]","""ok""","""qcom,cnss-qcn9224""",,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1368,/soc/msi@1f000000,,msi@1f000000,"[""zte,msi-1.0-zxic""]","""disabled""","""zte,msi-1.0-zxic""",<0x00 0x1f000000 0x00 0x400000 0x00 0x15204000 0x00 0x1000 0x00 0x10e00000 0x00 0x04>,"""Dbi"", ""Phy"", ""vector_slave""",,,<0x01>,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1380,/soc/pcie@15200000,,pcie@15200000,"[""zte,zx279133-pcie""]","""disabled""","""zte,zx279133-pcie""",<0x00 0x15200000 0x00 0x2000 0x00 0x15204000 0x00 0x1000 0x00 0x1f000000 0x00 0x400000 0x00 0x2f800000 0x00 0x800000 0x00 0x10e00000 0x00 0x04 0x00 0x10e00000 0x00 0x10000 0x00 0x10e10000 0x00 0x10000 0x00 0x600060 0x00 0x04>,"""Csr"", ""Phy"", ""Dbi"", ""Config"", ""Msi"", ""Sys"", ""Top"", ""Spimode""",<0x00 0x69 0x08>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1406,/soc/pcie@15200000/pcie0_rp,,pcie0_rp,[],"""ok""",,<0x00 0x00 0x00 0x00 0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1410,"/soc/pcie@15200000/pcie0_rp/qcom,mhi@0",,"qcom,mhi@0",[],,,<0x00 0x00 0x00 0x00 0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1417,/soc/msi@1f400000,,msi@1f400000,"[""zte,msi-1.0-zxic""]","""disabled""","""zte,msi-1.0-zxic""",<0x00 0x1f400000 0x00 0x400000 0x00 0x15204000 0x00 0x1000 0x00 0x10e00004 0x00 0x04>,"""Dbi"", ""Phy"", ""vector_slave""",,,<0x01>,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1429,/soc/pcie@15202000,,pcie@15202000,"[""zte,zx279133-pcie""]","""disabled""","""zte,zx279133-pcie""",<0x00 0x15202000 0x00 0x2000 0x00 0x15204000 0x00 0x1000 0x00 0x1f400000 0x00 0x400000 0x00 0x3f800000 0x00 0x800000 0x00 0x10e00004 0x00 0x04 0x00 0x10e00000 0x00 0x10000 0x00 0x10e10000 0x00 0x10000 0x00 0x60006c 0x00 0x04>,"""Csr"", ""Phy"", ""Dbi"", ""Config"", ""Msi"", ""Sys"", ""Top"", ""Spimode""",<0x00 0x9c 0x08>,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1455,/soc/pcie@15202000/pcie1_rp,,pcie1_rp,[],"""ok""",,<0x00 0x00 0x00 0x00 0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1459,"/soc/pcie@15202000/pcie1_rp/qcom,mhi@1",,"qcom,mhi@1",[],,,<0x00 0x00 0x00 0x00 0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1466,/soc/ssp@0x14f05000,,ssp@0x14f05000,"[""zte,zx27913x-ssp""]","""disabled""","""zte,zx27913x-ssp""",<0x00 0x14f05000 0x00 0x1000>,,<0x00 0x2d 0x04>,,,<0x33 0x01>,,<0x33 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1481,/soc/ssp@0x14f05000/silicon@0,,silicon@0,"[""rohm,dh2228fv""]",,"""rohm,dh2228fv""",<0x00>,,,,,,,,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1488,/soc/ssp@0x14f06000,,ssp@0x14f06000,"[""zte,zx27913x-ssp""]","""disabled""","""zte,zx27913x-ssp""",<0x00 0x14f06000 0x00 0x1000>,,<0x00 0x2e 0x04>,,,<0x35 0x01>,,<0x35 0x00>,,,,,,,,,,,,,,,
sr1010-vendor-runtime/device-tree/runtime.dtb (dtc),1503,/soc/ssp@0x14f06000/silicon@1,,silicon@1,"[""rohm,dh2228fv""]",,"""rohm,dh2228fv""",<0x00>,,,,,,,,,,,,,,,,,,,,,,
