name,filename,sha256,size,duplicate_path_count,loaded,coresize,initsize,refcnt,taint,state,paths,modinfo,runtime_parameters,api_categories,sysfs_attribute_symbols,procfs_symbols,ioctl_symbols,pm_hook_symbols,function_name_hints,interface_hints
bspdriver,bspdriver.ko,c265c94fc2736eb147eb6c8853cb3547a8c3a9c1e856da6e1c98117acf4c7863,16744,1,True,16384,0,3,O,,"[""sr1010-vendor-runtime/modules/files/kmodule/bspdriver.ko""]","{""author"": [""ZTE.wys""], ""depends"": [""""], ""description"": [""BSP Generic Driver Module""], ""license"": [""GPL""], ""name"": [""bspdriver""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",{},{},[],[],[],[],"[""bsp_bob_i2c_probe"", ""bsp_i2c_probe"", ""cleanup_module"", ""hw_power_optx_set"", ""i2c_clkset"", ""init_module"", ""plat_i2c_probe""]",[]
cpu_ctrl,cpu_ctrl.ko,655cee2fc3e04d1512eb64e38107b6ae721e1950e8702ce82883ec8d8eeeb049,25416,1,True,20480,0,1,O,,"[""sr1010-vendor-runtime/modules/files/kmodule/cpu_ctrl.ko""]","{""author"": [""ZTE""], ""depends"": [""""], ""description"": [""powerctl Dirver""], ""license"": [""GPL""], ""name"": [""cpu_ctrl""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",{},"{""clock"": [""sched_clock""], ""pm-hook"": [""resume_usb"", ""suspend_usb"", ""usb_suspend_resume""], ""procfs"": [""power_ctl_proc_create"", ""proc_create"", ""proc_mkdir"", ""remove_proc_entry""], ""register-io"": [""__ioremap"", ""iounmap""], ""thermal"": [""__kstrtab_pfun_get_wifitemp_callback"", ""__ksymtab_pfun_get_wifitemp_callback"", ""g_CpuTemp"", ""g_WifiTemp"", ""g_cpu_ctl_wifitemp"", ""pfun_get_wifitemp_callback"", ""temp_ctrl_action"", ""temp_ctrl_chk"", ""temp_ctrl_read"", ""tempwifi_ctrl_action""]}",[],"[""lv0_proc"", ""lv1_proc"", ""lv2_proc"", ""power_ctl_proc_create"", ""zte_power_ctl_debug_proc"", ""zte_power_ctl_proc""]",[],"[""powerctrl_emergency_poweroff"", ""powerctrl_emergency_poweroff_func"", ""powerctrl_emergency_poweroff_work"", ""usb_suspend_resume""]","[""bsp_power_ctrl"", ""cleanup_module"", ""cpu_ctrl_debug"", ""debug_skip_cpu_power"", ""init_module"", ""lv0_proc"", ""lv1_proc"", ""lv2_proc"", ""power_ctl_proc_create"", ""usb_suspend_resume""]","[""power_ctl_proc_create"", ""proc_mkdir""]"
crypto_engine,crypto_engine.ko,05f0614d0b9dbffa53e45e8ddde838736464c319654a66335868672cbdc695d1,12064,3,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/crypto_engine.ko"", ""sr1010-vendor-runtime/modules/files/kmodule/lib/modules/5.4.196/kernel/crypto/crypto_engine.ko"", ""sr1010-vendor-runtime/modules/files/lib/modules/5.4.196/kernel/crypto/crypto_engine.ko""]","{""depends"": [""""], ""description"": [""Crypto hardware engine framework""], ""license"": [""GPL""], ""name"": [""crypto_engine""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,"{""irq"": [""arch_local_irq_restore""]}",[],[],[],[],[],[]
idt_gen2,idt_gen2.ko,b150091d980025bce7fbe1171468e412fbd4fa4ba6b75b64f0102501fc61f580,9704,3,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/idt_gen2.ko"", ""sr1010-vendor-runtime/modules/files/kmodule/lib/modules/5.4.196/kernel/drivers/rapidio/switches/idt_gen2.ko"", ""sr1010-vendor-runtime/modules/files/lib/modules/5.4.196/kernel/drivers/rapidio/switches/idt_gen2.ko""]","{""author"": [""Integrated Device Technology, Inc.""], ""depends"": [""""], ""description"": [""IDT CPS Gen.2 Serial RapidIO switch family driver""], ""license"": [""GPL""], ""name"": [""idt_gen2""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,"{""sysfs"": [""device_create_file"", ""device_remove_file""]}","[""dev_attr_errlog""]",[],[],[],"[""cleanup_module"", ""init_module""]",[]
idtcps,idtcps.ko,bbd68b6776729cb6478d4cf0bc4dd737aeb2602ddfcf30f233c65992294f7ddc,7416,3,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/idtcps.ko"", ""sr1010-vendor-runtime/modules/files/kmodule/lib/modules/5.4.196/kernel/drivers/rapidio/switches/idtcps.ko"", ""sr1010-vendor-runtime/modules/files/lib/modules/5.4.196/kernel/drivers/rapidio/switches/idtcps.ko""]","{""author"": [""Integrated Device Technology, Inc.""], ""depends"": [""""], ""description"": [""IDT CPS Gen.1 Serial RapidIO switch family driver""], ""license"": [""GPL""], ""name"": [""idtcps""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,{},[],[],[],[],"[""cleanup_module"", ""init_module""]",[]
ipsec,ipsec.ko,8f9f55ff133714961234dd5784dd7c08e26c739292a89d55c8c6a7d37827f0fb,46256,1,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/ipsec.ko""]","{""author"": [""bxy""], ""depends"": [""""], ""description"": [""ipsec device""], ""license"": [""Dual BSD/GPL""], ""name"": [""ipsec""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,"{""dma"": [""virt_to_phys""], ""irq"": [""irq_set_affinity_hint"", ""request_threaded_irq""], ""procfs"": [""ipsec_update_seq_no""]}",[],"[""mcpu_process_backlog""]",[],[],"[""init_module"", ""ipsec_debug_cnt0"", ""ipsec_debug_cnt1"", ""ipsec_err_debug"", ""ipsec_syn_debug"", ""local_debug_err"", ""local_ipsec_debug"", ""local_trap_debug""]",[]
lan_test,lan_test.ko,d82b9884487d5ff278258c3673f5bb4fed2833fd2fbcdb4136dc1460956467cc,22136,3,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/lan_test.ko"", ""sr1010-vendor-runtime/modules/files/kmodule/lib/modules/5.4.196/kernel/zte/csp/opensource/cspkernel5.4/protocol/lan_test/lan_test.ko"", ""sr1010-vendor-runtime/modules/files/lib/modules/5.4.196/kernel/zte/csp/opensource/cspkernel5.4/protocol/lan_test/lan_test.ko""]","{""depends"": [""""], ""name"": [""lan_test""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,"{""dma"": [""__alloc_skb"", ""skb_clone"", ""skb_pull"", ""skb_push"", ""skb_put""], ""procfs"": [""proc_create"", ""proc_mkdir"", ""remove_proc_entry""]}",[],"[""g_proc_DropPkts"", ""g_proc_ErrorPkts"", ""g_proc_RecvBytes"", ""g_proc_RecvPkts"", ""g_proc_SendBytes"", ""g_proc_SendPkts"", ""g_procbuf"", ""lantest_proc_root"", ""lantest_read_proc""]",[],[],"[""cleanup_module"", ""g_LanTest_debug"", ""g_proc_DropPkts"", ""g_proc_ErrorPkts"", ""g_proc_RecvBytes"", ""g_proc_RecvPkts"", ""g_proc_SendBytes"", ""g_proc_SendPkts"", ""init_module"", ""lantest_proc_root"", ""lantest_read_proc""]","[""proc_create"", ""proc_mkdir""]"
lan_test,lan_test.ko,365e1c8518e25d808d79dcef1f0b8b4bb82b3a18a9fc05ed654a00d339d9dc70,504256,2,False,,,,,,"[""sr1010-vendor-runtime/modules/files/kmodule/lib/modules/lan_test.ko"", ""sr1010-vendor-runtime/modules/files/lib/modules/lan_test.ko""]","{""depends"": [""""], ""name"": [""lan_test""], ""vermagic"": [""5.4.196 SMP mod_unload aarch64""]}",,"{""dma"": [""__alloc_skb"", ""skb_clone"", ""skb_pull"", ""skb_push"", ""skb_put""], ""procfs"": [""proc_create"", ""proc_mkdir"", ""remove_proc_entry""]}",[],"[""g_proc_DropPkts"", ""g_proc_ErrorPkts"", ""g_proc_RecvBytes"", ""g_proc_RecvPkts"", ""g_proc_SendBytes"", ""g_proc_SendPkts"", ""g_procbuf"", ""lantest_proc_root"", ""lantest_read_proc""]",[],[],"[""cleanup_module"", ""g_LanTest_debug"", ""g_proc_DropPkts"", ""g_proc_ErrorPkts"", ""g_proc_RecvBytes"", ""g_proc_RecvPkts"", ""g_proc_SendBytes"", ""g_proc_SendPkts"", ""init_module"", ""lantest_proc_root"", ""lantest_read_proc""]","[""blk_mq_debugfs_attr"", ""compat_ioctl"", ""debugfs_dir"", ""hctx_debugfs_attrs"", ""ioctl"", ""ioctl.h"", ""ndo_do_ioctl"", ""proc_create"", ""proc_mkdir"", ""queue_debugfs_attrs"", ""rqos_debugfs_dir"", ""sched_debugfs_dir"", ""unlocked_ioctl""]"
